Feature,Value
bq3,0.007412426760425738
bq41_3,0.007298255893556664
bq7,0.007209276738604049
bq41_1,0.006806202085622256
bq37,0.006602468341332422
bq6,0.006465272126218309
bq38,0.00641684081665158
aq16_2,0.006398452217009706
bq22,0.006321029011558729
aq32_2,0.006225640849733892
aq16_1,0.006208919815717299
bq18_3,0.0062052781496627915
aq29_2,0.00620407886392357
aq26_2,0.0061746399431533705
aq19_2,0.0061713706438353035
aq32_1,0.006097305512818213
aq41_2,0.0060594799992129645
aq11_2,0.00604913576747963
aq19_1,0.005989911988838533
aq37_2,0.005989096510501661
aq10_2,0.005986243815966089
aq15_2,0.005981700373938241
aq14_2,0.0059806207282570075
bq23,0.005929722591678267
aq17_2,0.005922884442055341
aq31_2,0.005919891778538034
aq2_2,0.005914660471538102
aq12_2,0.005896230893073117
aq27_2,0.005896013429779388
aq35_2,0.0058909643245654165
aq11_1,0.005886893911188939
aq34_2,0.005858419045845144
aq7_2,0.005852676605362893
aq5_2,0.005846312321678855
aq1_2,0.0058423661447518805
aq6_1,0.005839579572403994
aq36_2,0.00582730584111141
aq33_2,0.005820329155800096
aq1_1,0.005819043494834475
aq35_1,0.0058133659692912445
aq30_2,0.005811269638958948
aq25_2,0.005810478442662237
aq6_2,0.005798745878228706
aq4_2,0.00576642677257861
aq8_2,0.005765977119666652
aq13_2,0.005764176371105149
aq24_2,0.0057505890792756776
aq37_1,0.005745944148278908
aq29_1,0.005742812344440503
aq9_2,0.00574278780583088
aq30_1,0.005732220173043133
aq39_2,0.0057307295838361
aq3_2,0.005729857632900706
aq12_1,0.005725274904111035
aq5_1,0.00570929437702649
aq34_1,0.005705774382750926
aq27_1,0.0057031615666552305
aq2_1,0.005685936892999919
bq8_3,0.005682609590277599
aq26_1,0.005663536240310606
aq41_1,0.005656228217925174
bq8_2,0.005654876541498627
aq17_1,0.0056456799149584855
aq28_1,0.005644910721324917
aq31_1,0.005633214231927918
aq4_1,0.005627767065980254
aq28_2,0.0056236764148150575
aq9_1,0.005618090909458511
aq38_2,0.005615278165388909
aq33_1,0.00560408191296891
aq7_1,0.0055984279307224084
aq36_1,0.005597782512879406
aq3_1,0.005597612651880709
bq18_4,0.005595009231619693
aq25_1,0.005586202431611829
bq19,0.005584985426398368
aq38_1,0.00558017446949454
bq35,0.005579204875563555
bq5_1,0.005571640860888854
bq18_2,0.005561778611074094
aq14_1,0.005561696484215152
bq18_5,0.005558289932048348
bq16,0.0055532562183834835
aq24_1,0.005543434883931319
aq8_1,0.005535178819200726
aq13_1,0.0055335638368035275
bq12_1,0.005522815038252188
bq14,0.0055149970613449905
aq18_2,0.005493361170750932
aq15_1,0.0054911846296268
bq18_1,0.005425275935138098
aq10_1,0.005425102018871357
aq39_1,0.005419334508024118
aq18_1,0.005408799170791918
bq4,0.005398511969474803
bq17,0.00537235949486089
bq15_1,0.005350061516440102
bq29,0.00533939514218189
bq11,0.005336211162257811
aq22_2,0.005320446144654459
bq13,0.005313450392256967
bq18_7,0.005309466634098659
bq15_2,0.005295441706178416
bq18_6,0.0052856674668723905
bq8_1,0.005247293301326114
aq20_1,0.005244069728841759
bq20,0.005243799355875791
aq20_2,0.005243131538217344
aq21_2,0.005239597463751043
aq23_2,0.005234869562175416
bq15_3,0.005207976504956219
bq21,0.005181002106066857
bq28,0.00518038712253573
aq21_1,0.005174094454832382
aq22_1,0.005148675008631023
bq9,0.005141598274047438
bq27,0.005099002704299405
bq5,0.005033839481798089
aq40_2,0.0050098551905197785
bq10,0.004998436996917114
bq12_5,0.004963487553261952
aq23_1,0.00488994602458134
bq26,0.00484188016665862
bef_job_없다,0.004819511805011195
bq12_4,0.004764712125325438
aq40_1,0.004713557039688433
bq25,0.004707433470782455
bq24_3,0.004691191666682781
bq12_2,0.004672478085352726
bq24_2,0.0046666457381436335
bq12_3,0.004642787649123698
bq36,0.0045570956185397036
sim_job_없다,0.0045172110987769035
able_job_없다,0.004493899442141553
bq6_mark_0,0.004353120668898697
bq24_4,0.004036595429053476
bq24_1,0.004026730399730584
bq2_1,0.0037746076411922696
컴퓨터_1,0.0036399617966373014
bq1_3.0,0.0034135923491388693
ubda_cnt,0.00337733699885716
bq24_5,0.0033460539431589818
bq39_2_1,0.003328130190902831
